UUID,Nav code,Nom du Produit,Concept mapping,"Dosage Form (Tablet, etc)"
1f7c1ff6-9dff-4ce3-9f56-d7da12513869,11342,"Amoxicillin, Powder for oral suspension, 125mg/5mL, 100mL bottle",PIH:265,
3f10d8a7-0b83-45f5-8f5c-efe638d1f88c,11659,"Amoxicillin, Powder for oral suspension, 250mg/5mL, 100mL bottle",PIH:265,
788a133e-71ec-47fa-b7a1-2486295ac962,12292,"Amoxicillin 125mg + clavulanic acid 31.25mg/mL, Powder for oral suspension, 100mL bottle",PIH:265,
826577ea-9cff-48de-91fb-4e4a23c65b8e,11465,"Amphotericin B, Conventional, Power for injection, 50mg vial",CIEL:71184,
78fb8d60-dfbe-11e9-8a34-2a2ae2dbcce4,14152,"Amphotericin B, Liposomal, Powder for injection, 50mg vial",CIEL:71187,
0c29702a-9224-465d-8ec1-e45b8f56fbed,10583,"Ampicillin, Powder for solution for injection, 1 gram vial",PIH:269,
af8c39b0-dfbe-11e9-8a34-2a2ae2dbcce4,10335,"Ampicillin, Powder for solution for injection, 500mg vial",CIEL:71188,
138c7805-1451-454a-bcb0-bb98b3e341e7,12227,"Anti-snake venom serum, Africa region, Polyvalent, Lyophilised + solvent, 10 mL vial",CIEL:165460,
af8c010c-dfbe-11e9-8a34-2a2ae2dbcce4,11487,"Articaine hydrochloride 4% + Adrenaline 1:100,000, 1.7mL dental cartridge",CIEL:103606,
58d3d436-3812-4f42-b705-55934f131357,12283,"Artemether (A) 20mg + Lumefantrine (L) 120mg tablet, Pack of 6 blisters of 3 tablet (25-35Kg)",CIEL:1447,
4d4b070e-709a-4e97-9f08-a174f3ff8d39,12223,"Artemether, Solution for injection, 20mg/mL, 1mL ampoule",CIEL:71560,
ce1b3ffe-9172-420a-9bca-fc58b2840d3f,12269,"Artemether, Solution for injection, 80mg/mL, 1mL ampoule",CIEL:71560,
48105312-7745-4d63-8934-b0a65c6c1398,12152,"Artesunate, 60mg powder for reconstitution, with 5mL sodium chloride and 1mL sodium bicarbonate 5%",CIEL:71561,
c8d3444c-41a4-48d3-9ec1-811fe7b27d99,12200,"Ascorbic acid (Vitamin C), 250mg tablet",PIH:4041,
78fb7852-dfbe-11e9-8a34-2a2ae2dbcce4,12780,"Asparaginase, Lyophilized powder for reconstitution for injection, 10,000 unit vial",CIEL:71602,
78f95d38-dfbe-11e9-8a34-2a2ae2dbcce4,10105,"Atazanavir sulfate (ATV) 300mg + Ritonavir (r) 100mg tablet",CIEL:159809,
2f8d7a99-d4ec-4ad7-b898-1c953cb332fd,10993,"Atenolol, 50mg tablet",PIH:3186,
1f0800e6-8923-43b0-9f5c-7368dff7aadd,19376,"Atorvastatin, 20mg tablet",CIEL:71665,
f0c69cf7-62a4-4571-be0b-531d966239d8,10363,"Atropine sulfate, Eye drop, 1%, 10mL bottle",PIH:4033,
adc9c526-3461-46b1-8750-89553dc3baf1,10781,"Atropine sulfate, Solution for injection, 1mg/mL, 1mL ampoule",PIH:4033,
78fb6646-dfbe-11e9-8a34-2a2ae2dbcce4,11316,"Azathioprine, 50mg tablet",CIEL:71767,
d743d032-ae8e-48bb-918f-774b1792668c,13143,"Azithromycin, 250mg tablet",PIH:735,
a40da2e0-c981-11e7-abc4-cec278b6b50a,11579,"Azithromycin, 500mg tablet",PIH:735,
c4fb8c0b-bd27-4276-ad86-3c25daa3978a,11767,"Bacitracin 500 IU/gram + Neomycin sulfate 0.5% (eq. 0.35% base), Skin ointment, 15 gram tube",CIEL:162168,
3217694e-7c0f-4ec9-8e2d-8b6fcbcbe256,10831,"Baclofen, 10mg tablet",CIEL:71815,
78fc4cfa-dfbe-11e9-8a34-2a2ae2dbcce4,11440,"Barium sulfate, Oral suspension, 2.1%, 250mL bottle",CIEL:71867,
a9d56315-5c8d-4442-83ed-563ef2fa3171,12276,"Beclomethasone, Solution for inhalation, 250 microgram/actuation, 200 dose metered dose inhaler",PIH:1240,
0dfc00d1-394a-4dd4-9a56-8b00513fce21,10754,"Beclomethasone, Solution for inhalation, 50 microgram/actuation, 200 dose metered dose inhaler",PIH:1240,
78fab2c8-dfbe-11e9-8a34-2a2ae2dbcce4,12551,"Bedaquiline, 100mg tablet",CIEL:163143,
ab912f78-2112-4e87-aca7-1ded71e8a04b,11196,"Benzathine benzylpenicillin, Powder for solution for injection, 2.4 MIU vial",CIEL:81728,
289d9476-1bcc-4250-a04e-934c1b212119,11760,"Benzoic acid 6% + Salicylic acid 3%, Skin ointment, 40 gram tube",CIEL:103878,
a40d93b8-c981-11e7-abc4-cec278b6b50a,10113,"Benzyl peroxide, Skin gel, 5%, 30 gram tube",CIEL:72063,
922bfb9f-3db1-45b3-92b1-d1218b49eedd,10793,"Benzylbenzoate, Skin lotion, 25%, 1000mL bottle",PIH:409,
2896a1ad-f576-4073-875e-835d40d70548,10107,"Benzylpenicillin (Penicillin G), sPowder for solution for injection, 5 MIU vial",CIEL:81728,
c6a8ddea-fce4-11e9-8f0b-362b9e155667,11924,"Benzylpenicillin procaine, Powder for solution for injection, 4 MIU vial",CIEL:159587,
310b74aa-abfa-4a9b-94e3-94d7449d4b46,12157,"Benzylbenzoate, Skin lotion, 25%, 200mL bottle",PIH:409,
78fb5994-dfbe-11e9-8a34-2a2ae2dbcce4,10287,"Bisacodyl, 10mg rectal suppository",CIEL:72223,
59ce106d-d9a9-4366-abff-97abb6ff8f9a,11757,"Bisacodyl, 5mg enteric coated tablet",PIH:4042,
e98c7df0-95a5-11e8-9eb6-529269fb1459,11103,"Bleomycin, Powder for solution for injection/infusion, 15,000 IU (15mg) vial",CIEL:72263,
1f8fce9b-7c3a-4545-abd9-49251bba9596,12887,"Bromocriptine mesilate, 2.5mg tablet",CIEL:72411,
78fc598e-dfbe-11e9-8a34-2a2ae2dbcce4,10896,"Bupivacaine hydrochloride 0.5% (5mg/mL) + Adrenaline 1:200,000 , 1.7mL dental cartridge",CIEL:103957,
d01b0560-e426-49ca-a542-6cdf1a5b9135,11056,"Bupivacaine hydrochloride 0.5% (5mg/mL) + Adrenaline 1:200,000, Solution for injection, 20mL vial",CIEL:72506,
092e5c8f-3a7d-4c2a-8e26-71496e6f47e0,10208,"Bupivacaine hydrochloride, Hyperbaric/spinal solution for injection, 0.5% (5mg/mL), 4mL ampoule",CIEL:72506,
f093f9ed-e182-4430-944a-65eb5999d79a,11154,"Bupivacaine hydrochloride, Solution for injection, 0.5% (5mg/mL), 20mL vial",CIEL:72506,
78f95752-dfbe-11e9-8a34-2a2ae2dbcce4,10088,"Caffeine citrate, Oral solution, 20mg/mL, 3mL vial",CIEL:72610,
78f95482-dfbe-11e9-8a34-2a2ae2dbcce4,11090,"Caffeine citrate, Solution for injection, 20mg/mL, 3mL ampoule",CIEL:72610,
158b9030-4472-11e6-beb8-9e71128cae77,11752,"Calamine, Skin lotion, 15%, 100mL bottle",PIH:493,
78fb71cc-dfbe-11e9-8a34-2a2ae2dbcce4,12325,"Calcium folinate, 15mg tablet",CIEL:78743,
c3ecd178-91d4-11e8-9eb6-529269fb1459,10941,"Calcium folinate, Solution for injection, 10mg/mL, 5mL vial",CIEL:78743,
78a5211c-c325-4602-90e0-fcf5a0101a9e,10362,"Calcium gluconate, Solution for injection, 100mg/mL (10%), 10mL ampoule",PIH:4035,
7134a5ba-2033-4833-a1ac-d256fd005932,11405,"Captopril, 25mg tablet",PIH:3182,
e371d811-d32c-4f6e-8493-2fa667b7b44c,11634,"Carbamazepine, 200mg film coated tablet",CIEL:72822,
29c41917-38b4-492b-8181-0945c171a72d,10651,"Carbamazepine, Oral suspension, 20mg/mL, 150mL bottle",CIEL:72822,
ed2ebd08-2f59-4f74-80ad-d69d123035ee,11267,"Carbidopa 25mg + Levodopa 250mg tablet",PIH:4049,
c3ec9be0-91d4-11e8-9eb6-529269fb1459,10547,"Carboplatin, Solution for intravenous infusion, 10mg/mL, 45mL vial",CIEL:72876,
af8c2eca-dfbe-11e9-8a34-2a2ae2dbcce4,10663,"Cardioplegic solution, for cardiac perfusion, 1000mL bag",CIEL:165573,
d809f82b-7612-4da2-b075-531f586bdd7c,11158,"Carvedilol, 12.5mg tablet",PIH:3185,
da03efbb-81fd-4afb-8fb5-1855f6eda474,12311,"Carvedilol, 6.25mg tablet",PIH:3185,
4c908591-3adf-4601-b61c-4faddffbee56,10167,"Cefalexin, 500mg capsule",CIEL:73087,
e0d969cc-729a-4e17-90bf-7083d96cf13e,11816,"Cefalexin, Powder for oral suspension, 25mg/mL, 100mL bottle",CIEL:73087,
6892e662-7300-4604-8354-890131ab0e65,10192,"Cefazolin, Powder for solution for injection, 1 gram vial",CIEL:72998,
fd576d2f-1472-47d8-b925-3cebeb5b1c44,10083,"Cefixime, 400mg film coated tablet",PIH:963,
2a127ae1-6d01-4497-8a61-d392cdd26f2e,10860,"Cefotaxime sodium, Powder for solution for injection, 1 gram vial",CIEL:73019,
1a2bd0c9-8ddd-4a4d-97dc-849ff1cb8482,13167,"Cefotaxime sodium, Powder for solution for injection, 500mg vial with solvent",CIEL:73019,
78fb8252-dfbe-11e9-8a34-2a2ae2dbcce4,12337,"Ceftazidime, Powder for solution for injection, 1 gram vial",CIEL:73034,
b697554f-491b-4ad4-a259-bb2f4f1d16a3,10983,"Ceftriaxone, Powder for solution for injection, 1 gram vial",PIH:496,
38562c47-96f5-4092-a552-d47cb84ebaaf,11278,"Ceftriaxone, Powder for solution for injection, 250mg vial",PIH:496,
199bd4a3-b4ab-4bcc-bb1d-52d4e270bf71,11541,"Cetirizine hydrochloride, 10mg tablet",CIEL:73136,
cab79287-0da2-4168-947a-4946be6bb2fb,10092,"Charcoal, Activated, Granules for oral suspension, 50 gram bottle",PIH:2938,
9b031309-0325-4b31-bc4f-6b9a878bf680,14391,"Chlorhexidine digluconate, Umbilical cord care solution, 7.1% (delivering 4% chlorhex.), 15mL bottle",CIEL:73265,
57e41df2-d64c-4316-a4e4-35613bd36a35,11696,"Chloramphenicol sodium succinate, Powder for solution for injection, 1 gram vial",CIEL:73241,
a94cfca9-e230-4909-af46-106ef5034cac,10796,"Chloramphenicol, 250mg capsule",PIH:266,
d8283445-07f9-4af6-ac73-ffe4818a66b5,10613,"Chloramphenicol, Eye ointment, 1%, 5 gram tube",PIH:266,
203e9c50-ff86-44f7-8725-b8c5c475bd23,10910,"Chloramphenicol, Oral suspension, 25mg/mL, 100mL bottle",PIH:266,
e5d2f383-45c1-48be-92ef-19ca79da5240,10383,"Chlorhexidine gluconate 20%, 5 liter can",CIEL:73265,
435e052b-fbc9-4a7d-ab29-e5201462e4a1,11253,"Chloroquine phosphate, Oral solution, 10mg base/mL, 60mL bottle",PIH:98,
a0b5fc86-543f-4162-93a7-8936a565a172,10301,"Chloroquine, 150mg base (242mg phosphate) tablet",PIH:98,
50e5dc5d-0ef1-4f2e-a2bf-0410806975b8,12335,"Chlorphenamine maleate, 4mg tablet",PIH:12019,
6a2a96d1-c01f-48d3-b3b9-2741bce4e064,10438,"Chlorpromazine hydrochloride, 25mg film coated tablet",CIEL:73331,
e813bc3c-c035-4e17-a99b-d06a0bd4d3c3,12312,"Chlorpromazine hydrochloride, 100mg film coated tablet",CIEL:73331,
1ccbb8ee-a4c8-48a6-8ef2-f140c7145a92,12163,"Chlorpromazine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:73331,
a40d8f4e-c981-11e7-abc4-cec278b6b50a,10784,"Ciclopirox olamine, Skin lotion, 1%, 30mL bottle",CIEL:73407,
ef96f590-2cc3-469e-9b82-072fef563b9e,10385,"Cimetidine, 200mg tablet",PIH:2293,
5ab732e1-b43a-4355-b65d-619bd7526ee1,11315,"Cimetidine, Solution for injection, 100mg/mL, 2mL ampoule",PIH:2293,
2a885fd0-f8c9-43fb-883b-fe25d5769338,10346,"Ciprofloxacin, 500mg film coated tablet",PIH:740,
491a5753-9409-4e9f-8deb-c545f48e3030,12160,"Ciprofloxacin, Solution for infusion, 2mg/mL, 100mL polypropylene infusion bag",PIH:740,
78fb6240-dfbe-11e9-8a34-2a2ae2dbcce4,10494,"Cisplatin, Solution for infusion, 1mg/mL, 50mL vial",CIEL:73457,
a6dcd1f5-b2c8-4d11-880a-2354130d3494,11765,"Clarithromycin, 500mg tablet",PIH:2459,
607395f4-e734-44a2-82d1-08784abfebe6,11306,"Clindamycin hydrochloride, 150mg capsule",CIEL:73547,
4b59080e-1a52-42b0-b996-6903faf0c1e4,10059,"Clindamycin phosphate, Solution for injection, 150mg/mL, 4mL ampoule",CIEL:73550,
a40d92c8-c981-11e7-abc4-cec278b6b50a,10426,"Clobestol propionate, Skin cream, 0.05%, 30 gram tube",CIEL:73565,
af8c4432-dfbe-11e9-8a34-2a2ae2dbcce4,12119,"Clofazimine, 100mg tablet",CIEL:73581,
8d7c8333-43f2-4e81-9923-14cdd790dcc3,11768,"Clopidogrel, 75mg film coated tablet",CIEL:73602,
b3bd154a-2f64-451a-bde4-f38be72b72ce,11779,"Clotrimazole, 500mg vaginal tablet with applicator",PIH:960,
a40d91ba-c981-11e7-abc4-cec278b6b50a,11745,"Clotrimazole, Skin and Ear solution, 1%, 20mL bottle",PIH:960,
5e11cd96-3277-4a74-968e-1aa3d3312e6c,11811,"Clotrimazole, Skin cream, 1%, 20 gram tube",PIH:960,
e82d201f-f3ab-48a7-8bd3-247efc25ce43,11602,"Cloxacillin, 250mg capsule",PIH:922,
6280e6c2-03e7-4d79-aede-bc61ceaf4185,10279,"Cloxacillin, 500mg capsule",PIH:922,
17363524-1c69-443b-98a0-7bf538c05ff5,10127,"Cloxacillin, Powder for oral suspension, 125mg/5mL, 100mL bottle",PIH:922,
cae830fc-2ec4-4631-9370-5c818bedb875,12371,"Cloxacillin sodium, Powder for solution for injection, 500mg vial",PIH:922,
5ec5ec2a-8641-4254-a2fb-157517e7f86e,10532,"Codeine phosphate, 15mg tablet",CIEL:73671,
5a5446a5-3d3f-4ca2-891c-418a229b20b1,10792,"Codeine phosphate, 30mg tablet",CIEL:73671,
250a2188-e405-4e71-8e4a-14e7b858047f,10670,"Codeine phosphate, Oral solution, 2.5mg/5mL, 100mL bottle",CIEL:73671,
85153088-b868-4723-aacd-27f25f121685,11774,"Cotrimoxazole (Sulfamethoazxole/Trimethoprim), 800mg/160mg tablet",CIEL:105281,
160d7a20-f710-48b3-9c9b-0a1b98ab5871,12302,"Cotrimoxazole (Sulfamethoxazole/Trimethoprim), 100mg/20mg tablet",CIEL:105281,
54972d88-156e-465e-8483-9a9e97d5898f,12186,"Cotrimoxazole (Sulfamethoxazole/Trimethoprim), 400mg/80mg tablet",CIEL:105281,
b3910fb7-2b17-44e6-8a52-8543af46c935,10131,"Cotrimoxazole (Sulfamethoxazole/Trimethoprim), Oral suspension, 40mg/mL + 8mg/mL, 100mL bottle",CIEL:105281,
7f6185cd-e9b7-43ab-bb52-45e238d95e14,11594,"Cotrimoxazole (Sulfamethoxazole/Trimethoprim), Solution for injection, 80mg/mL + 16mg/mL, 5mL amp",CIEL:105281,
83daf2f9-3e3b-4134-bf38-552098d57d7c,11385,"Cyanocobalamin (Vitamin B12), Solution for injection, 500 microgram/mL, 2mL ampoule",CIEL:86340,
a7230b40-5dff-42e1-8fe2-7acccf27f3ba,11730,"Cyanocobalamin (Vitamin B12), Solution for injection, 1mg/mL, 1mL ampoule",CIEL:86340,
78fb6790-dfbe-11e9-8a34-2a2ae2dbcce4,11501,"Cyclophosphamide, 50mg tablet",CIEL:74120,
c3eca09a-91d4-11e8-9eb6-529269fb1459,10559,"Cyclophosphamide, Powder for solution for injection/infusion, 1000mg vial",CIEL:74120,
78fb5e08-dfbe-11e9-8a34-2a2ae2dbcce4,10374,"Cyclophosphamide, Powder for solution for injection/infusion, 200mg vial",CIEL:74120,
78fab188-dfbe-11e9-8a34-2a2ae2dbcce4,10244,"Cycloserine, 250mg capsule",CIEL:74123,
78fb63b2-dfbe-11e9-8a34-2a2ae2dbcce4,10928,"Cyclosporine, 50mg capsule",CIEL:74125,
78fb6c54-dfbe-11e9-8a34-2a2ae2dbcce4,12206,"Cytarabine, Solution for injection/infusion, 100mg/mL, 1mL vial",CIEL:74177,
78fb6506-dfbe-11e9-8a34-2a2ae2dbcce4,11045,"Dacarbazine, Powder for solution for injection/infusion, 200mg vial",CIEL:74196,
78fb75b4-dfbe-11e9-8a34-2a2ae2dbcce4,12716,"Dactinomycin, Powder for solution for injection, 500 microgram vial",CIEL:74204,
1156a9ca-14f3-4c57-9ed2-7154e82447c7,10890,"Dapsone, 100mg tablet",PIH:92,
0fc3d5c1-fd39-4899-b5c0-b094e28ff359,21380,"Darunavir (DRV) 300mg + Etravirine (ETV) 100mg, tablet",CIEL:166070,
78fb7fb4-dfbe-11e9-8a34-2a2ae2dbcce4,14156,"Daunorubicin, Powder for solution for infusion, 20mg vial",CIEL:74267,
78fab46c-dfbe-11e9-8a34-2a2ae2dbcce4,12552,"Delamanid, 50mg tablet",CIEL:163144,
4e7b6ee2-006e-4ff8-b58a-074c3c326ef7,11761,"Dexamethasone 0.1% + Polymyxin B 1% + Neomycin sulfate 1%, Ear drop, 10.5mL bottle",CIEL:104425,
abc4ad79-bf56-46e3-b945-0762e0d3d491,10231,"Dexamethasone sodium phosphate, Eye drop, 0.1%, 5mL bottle",PIH:4036,
c08f2263-d176-4815-910f-d4d030bb5c40,11083,"Dexamethasone sodium phosphate, Solution for injection, 4mg/mL, 1mL ampoule",PIH:4036,
399834b1-b44b-11e3-a5e2-0800200c9a66,12208,"Dexamethasone, 4mg tablet",CIEL:74609,
399834b2-b44b-11e3-a5e2-0800200c9a66,11255,"Dexamethasone, 8mg tablet",CIEL:74609,
4b309e2d-efcc-43a4-a5db-28e0c8513934,11125,"Dextran 70 0.1% + hypromellose 0.3%, Eye drop, 15mL bottle",CIEL:104442,
78fad3ca-dfbe-11e9-8a34-2a2ae2dbcce4,10624,"Dextrose 5% + Ringer lactate, Intravenous infusion 500mL flex bag",CIEL:104730,
af8c1908-dfbe-11e9-8a34-2a2ae2dbcce4,11514,"Dextrose 5% in Sodium chloride 0.2%, Intravenous infusion, 500mL flex bag",CIEL:162857,
af8c1bba-dfbe-11e9-8a34-2a2ae2dbcce4,13732,"Dextrose 5% in Sodium chloride 0.225%, Intravenous infusion, 1000mL flex bag",CIEL:162857,
af8c0a4e-dfbe-11e9-8a34-2a2ae2dbcce4,20819,"Dextrose 5% in Sodium chloride 0.45%, Intravenous infusion, 500mL euro head bottle",CIEL:162859,
13fd31e5-00eb-4220-98d0-df1e125f530a,10444,"Dextrose 5% in Sodium chloride 0.45%, Intravenous infusion, 500mL flex bag",PIH:7898,
af8c1a7a-dfbe-11e9-8a34-2a2ae2dbcce4,11886,"Dextrose 5% in Sodium chloride 0.9%, Intravenous infusion, 500mL bag",CIEL:162857,
8e8d17f2-f8e0-43c4-91dc-2d22260550d1,11553,"Dextrose 5% in water, Intravenous infusion, 500mL nipple head bottle",CIEL:161250,
5cda4d49-d70f-4b0c-a61e-a2a6df7705a5,10129,"Dextrose, 10% Intravenous infusion, 500mL bag",CIEL:161922,
af8c0b98-dfbe-11e9-8a34-2a2ae2dbcce4,20820,"Dextrose, 5% intravenous infusion, 1000mL euro head bottle",CIEL:161250,
54050882-524f-46c2-b898-d514ee633ab0,10737,"Dextrose, 5% Intravenous infusion, 1000mL plastic bottle, PVC free",CIEL:161250,
af8c0f30-dfbe-11e9-8a34-2a2ae2dbcce4,20823,"Dextrose, 5% intravenous infusion, 100mL euro head bottle",CIEL:161250,
78fad690-dfbe-11e9-8a34-2a2ae2dbcce4,11726,"Dextrose, 5% Intravenous infusion, 100mL flex bag",CIEL:161250,
0a0cb95a-9510-11e8-9eb6-529269fb1459,10423,"Dextrose, 5% Intravenous infusion, 250mL flex bag with additive port",CIEL:161250,
af8c1f48-dfbe-11e9-8a34-2a2ae2dbcce4,20818,"Dextrose, 5% intravenous infusion, 500ml euro head bottle",CIEL:161250,
78fad546-dfbe-11e9-8a34-2a2ae2dbcce4,10961,"Dextrose, 5% Intravenous infusion, 500mL flex bag with additive port",CIEL:161250,
47fe9a1e-3cae-41f6-a8f4-e8013e5fd802,10599,"Dextrose (Glucose), Hypertonic solution for injection, 50% (500mg/mL), 50mL vial",PIH:4037,
78fc4b88-dfbe-11e9-8a34-2a2ae2dbcce4,11087,"Diatrizoate meglumine 66% + Diatrizoate sodium 10% Contrast media, Oral administration, 120mL bottle",CIEL:74739,
39d7a7ee-b0ff-48e0-a7ca-685688147c8f,10873,"Diazepam, 5mg tablet",PIH:247,
923e3e90-8b5c-4ae6-b17f-b6d547803437,10664,"Diazepam, Solution for injection, 5mg/mL, 2mL vial",PIH:247,
b5f01af3-b4c0-45f6-bbd7-aa2e9e846987,10854,"Diclofenac sodium, Solution for injection, 25mg/mL, 1mL ampoule",CIEL:74782,
4dfe49a5-76c6-4137-9841-cb3926c96d47,20824,"Diclofenac sodium, Solution for injection, 25mg/mL, 3mL ampoule",CIEL:74782,
1be91988-4f75-439a-bd6d-162004b822ae,12244,"Diclofenac sodium, 50mg enteric coated tablet",CIEL:74782,
e44e484e-90ec-41ca-aec1-e3190d7be626,10574,"Digoxin, 250 microgram tablet",PIH:3488,
858cdd08-c183-4358-9e26-593e83b86320,10197,"Digoxin, Oral Solution, 50 microgram/mL, 60mL bottle",PIH:3488,
cf38a1ec-9bf0-4760-8329-af3b6374be64,10937,"Digoxin, Solution for injection, 250 microgram/mL, 2mL ampoule",PIH:3488,
45cb0387-7f75-4868-b750-1eada15f0ce7,10538,"Diltiazem hydrochloride, Solution for injection, 5mg/mL, 1mL ampoule",CIEL:74921,
81694757-3336-4195-ac6b-ea574b9b8597,10141,"Diphenhydramine hydrochloride, 25mg tablet",CIEL:75018,
b476d417-800f-4e2e-89ec-09de8fd07607,11680,"Diphenhydramine hydrochloride, Solution for injection, 50mg/mL, 1mL ampoule",CIEL:75018,
31f03a19-afda-4328-91c6-f19679b2b9a6,12893,"Diphenhydramine hydrochloride 14mg + levomenthol 2mg/5mL, Oral syrup, 150mL bottle",CIEL:75018,
78fadd84-dfbe-11e9-8a34-2a2ae2dbcce4,11497,"Dobutamine hydrochloride, Solution for injection, 12.5mg/mL, 20mL ampoule",CIEL:75103,
1b07efc5-1292-4a47-8f5d-390716e946ef,10409,"Docusate sodium, 50mg tablet",CIEL:75121,
78faac2e-dfbe-11e9-8a34-2a2ae2dbcce4,18886,"Dolutegravir (DTG) 50mg + Lamivudine (3TC) 300mg + Tenofovir disoproxil fumarate (TDF) 300mg, tablet",CIEL:165086,
8c35a0cd-9e2a-40eb-aa57-f589c25f17bf,16221,"Dolutegravir (DTG), 10mg dispersible tablet",CIEL:165085,
78fab02a-dfbe-11e9-8a34-2a2ae2dbcce4,18894,"Dolutegravir (DTG), 50mg tablet",CIEL:165085,
6058eb5c-c7bb-445b-9a9a-14e73e8ab5a9,16108,"Dolutegravir (DTG), 5mg tablet",CIEL:165085,
06ed8ebd-91ba-4a4b-9355-73ee6499f845,11089,"Dopamine hydrochloride, Solution for injection, 40mg/mL, 5mL ampoule",CIEL:75178,
af8c33ac-dfbe-11e9-8a34-2a2ae2dbcce4,11563,"Dorzolamide hydrochloride, Eye drop, 2%, 5mL bottle",CIEL:75191,
